WeldNumber,folder_4,WeldNumber,datetime_min,datetime_max,Wire Consumed,QualityFlag,WELD_TYPE,THICKNESS_MM,STEEL_TYPE,CURRENT_A,VOLTAGE_V,ROBOT_SPEED_CPM,Duration,Energy,AvgCurrent,AvgVoltage,StdCurrent,StdVoltage,DesignEnergy,WaitTime,WaitSameDayFlag,EnergyDelta,CurrentDelta,VoltDelta,CycleTime,EstSetupTime,WaitTimeCalc,WIP,DesignWaitTime,DesignSetupTime,DesignDuration,Weekday,StartTime,EndTime,ForecastStart,SimulationStart,ForecastEnd,SimulationEnd,Critical Path
282,09-23-22-0045-09,282,2022-09-23 02:28:38.535,2022-09-23 02:29:01.634,1286.07,1,0,7.0,1,160.0,14.0,35.0,23.099,44.379842730300005,129.05419047619048,15.560095238095238,42.558424750971696,7.375591582175531,48.0,34.862,1.0,-0.0754199431187498,-0.1934113095238094,0.1114353741496598,57.961,41.3638,-6.501799999999999,1.0,36.741865336276845,60,21.42857142857143,1,2022-08-05 13:50:11,2022-08-05 13:50:33.242203438,2022-09-23 02:28:38.535000000,2022-09-23 02:28:38.535000000,2022-09-23 02:29:01.634000000,2022-09-23 02:29:01.634000000,Non-Critical
283,09-23-22-0046-09,283,2022-09-23 02:29:46.301,2022-09-23 02:30:09.501,1199.18,1,0,7.0,1,160.0,14.0,35.0,23.2,43.6720638828,125.60317535545023,16.64616113744076,46.09134462556842,9.589634381659762,48.0,44.667,1.0,-0.0901653357749999,-0.214980154028436,0.1890115098171971,67.867,41.3638,3.3032000000000075,1.0,44.04265431569398,60,21.42857142857143,1,2022-08-05 13:52:17,2022-08-05 13:52:38.713429181,2022-09-23 02:29:46.301000000,2022-09-23 02:29:46.301000000,2022-09-23 02:30:09.501000000,2022-09-23 02:30:09.501000000,Non-Critical
284,09-23-22-0047-09,284,2022-09-23 02:32:11.477,2022-09-23 02:32:34.538,1301.48,1,0,7.0,1,160.0,14.0,35.0,23.061,44.6164244783,123.87526315789474,16.70200956937799,44.819555689073866,8.313502963200213,48.0,121.976,1.0,-0.0704911567020832,-0.2257796052631578,0.1930006835269992,145.037,41.3638,80.6122,1.0,1282.132208008581,60,21.42857142857143,1,2022-08-05 14:15:00,2022-08-05 14:15:22.274208617,2022-09-23 02:32:11.477000000,2022-09-23 02:32:11.477000000,2022-09-23 02:32:34.538000000,2022-09-23 02:32:34.538000000,Non-Critical
285,09-23-22-0048-09,285,2022-09-23 02:33:18.801,2022-09-23 02:33:42.047,1257.71,1,0,7.0,1,160.0,14.0,35.0,23.246,44.6872097275,126.62701421800948,15.7657345971564,40.8660471144071,7.235677728858063,48.0,44.263,1.0,-0.0690164640104166,-0.2085811611374407,0.1261238997968856,67.509,41.3638,2.899200000000004,1.0,142.4535092189205,60,21.42857142857143,1,2022-08-05 14:18:44,2022-08-05 14:19:06.156289263,2022-09-23 02:33:18.801000000,2022-09-23 02:33:18.801000000,2022-09-23 02:33:42.047000000,2022-09-23 02:33:42.047000000,Non-Critical
286,09-23-22-0049-09,286,2022-09-23 02:34:14.702,2022-09-23 02:34:37.848,1278.2,1,0,7.0,1,160.0,14.0,35.0,23.146,42.5687532773,130.3077033492823,15.12783653846154,38.94797456331524,8.013559380460453,48.0,32.655,1.0,-0.1131509733895832,-0.1855768540669856,0.0805597527472528,55.801,41.3638,-8.708799999999997,1.0,63.80030681125671,60,21.42857142857143,1,2022-08-05 14:21:09,2022-08-05 14:21:31.385167502,2022-09-23 02:34:14.702000000,2022-09-23 02:34:14.702000000,2022-09-23 02:34:37.848000000,2022-09-23 02:34:37.848000000,Non-Critical
287,09-23-22-0050-09,287,2022-09-23 02:35:12.407,2022-09-23 02:35:35.538,1272.13,1,0,7.0,1,160.0,14.0,35.0,23.131,41.9654118899,124.98464114832537,16.45531100478469,44.23703033517749,9.830694671044922,48.0,34.559,1.0,-0.1257205856270832,-0.2188459928229664,0.1753793574846207,57.69,41.3638,-6.8048,1.0,3149.348252512371,60,21.42857142857143,1,2022-08-05 15:15:00,2022-08-05 15:15:22.161991442,2022-09-23 02:35:12.407000000,2022-09-23 02:35:12.407000000,2022-09-23 02:35:35.538000000,2022-09-23 02:35:35.538000000,Non-Critical
288,09-23-22-0051-09,288,2022-09-23 02:36:12.331,2022-09-23 02:36:35.461,1286.23,1,0,7.0,1,160.0,14.0,35.0,23.13,42.898682362,130.1356603773585,15.768349056603771,45.25022732563394,9.21343885611161,48.0,36.793,1.0,-0.1062774507916666,-0.1866521226415093,0.1263106469002695,59.923,41.3638,-4.570799999999995,1.0,22.535855599557976,60,21.42857142857143,1,2022-08-05 15:16:44,2022-08-05 15:17:06.126418469,2022-09-23 02:36:12.331000000,2022-09-23 02:36:12.331000000,2022-09-23 02:36:35.461000000,2022-09-23 02:36:35.461000000,Non-Critical
289,09-23-22-0052-09,289,2022-09-23 02:38:03.999,2022-09-23 02:38:27.307,1479.02,1,0,7.0,1,160.0,14.0,35.0,23.308,43.7784898169,136.01349056603777,14.537216981132074,39.00199175962581,7.589099334637138,48.0,88.538,1.0,-0.0879481288145833,-0.149915683962264,0.0383726415094338,111.846,41.3638,47.174200000000006,1.0,29.453163255407347,60,21.42857142857143,1,2022-08-05 15:18:35,2022-08-05 15:18:57.008153152,2022-09-23 02:38:03.999000000,2022-09-23 02:38:03.999000000,2022-09-23 02:38:27.307000000,2022-09-23 02:38:27.307000000,Non-Critical
290,09-23-22-0053-09,290,2022-09-23 02:39:33.990,2022-09-23 02:39:57.050,1100.98,1,0,7.0,1,160.0,14.0,35.0,23.06,44.8355688346,127.4460096153846,16.718260869565217,45.46970360400051,8.542048756635785,48.0,66.683,1.0,-0.0659256492791665,-0.2034624399038461,0.1941614906832298,89.74300000000001,41.3638,25.319200000000013,1.0,10.442904645161542,60,21.42857142857143,1,2022-08-05 15:20:07,2022-08-05 15:20:28.879629225,2022-09-23 02:39:33.990000000,2022-09-23 02:39:33.990000000,2022-09-23 02:39:57.050000000,2022-09-23 02:39:57.050000000,Non-Critical
291,09-23-22-0054-09,291,2022-09-23 02:40:39.216,2022-09-23 02:41:02.314,1449.34,1,0,7.0,1,160.0,14.0,35.0,23.098,43.6527378982,137.0782857142857,14.790333333333333,39.607504338420185,8.144467660742103,48.0,42.166,1.0,-0.0905679604541666,-0.1432607142857144,0.0564523809523809,65.264,41.3638,0.8021999999999991,1.0,3501.652827575718,60,21.42857142857143,1,2022-08-06 08:00:00,2022-08-08 08:00:21.428571428,2022-09-23 02:40:39.216000000,2022-09-23 02:40:39.216000000,2022-09-23 02:41:02.314000000,2022-09-23 02:41:02.314000000,Non-Critical
292,09-23-22-0055-09,292,2022-09-23 02:41:40.502,2022-09-23 02:42:03.446,1109.02,1,0,7.0,1,160.0,14.0,35.0,22.944,43.1052746789,131.5899519230769,14.758509615384614,40.88157947752737,6.551699059782539,48.0,38.188,1.0,-0.1019734441895833,-0.1775628004807693,0.0541792582417581,61.132000000000005,41.3638,-3.175799999999992,1.0,713.0870957796843,60,21.42857142857143,1,2022-08-08 08:13:14,2022-08-08 08:13:35.944238635,2022-09-23 02:41:40.502000000,2022-09-23 02:41:40.502000000,2022-09-23 02:42:03.446000000,2022-09-23 02:42:03.446000000,Non-Critical
293,09-23-22-0056-09,293,2022-09-23 02:42:56.693,2022-09-23 02:43:19.692,1379.34,1,0,7.0,1,160.0,14.0,35.0,22.999,42.7663716292,132.4249523809524,14.519809523809522,39.88270913911482,5.908149344056836,48.0,53.247,1.0,-0.1090339243916665,-0.1723440476190475,0.0371292517006802,76.246,41.3638,11.8832,1.0,629.9552623626257,60,21.42857142857143,1,2022-08-08 08:25:05,2022-08-08 08:25:27.328072425,2022-09-23 02:42:56.693000000,2022-09-23 02:42:56.693000000,2022-09-23 02:43:19.692000000,2022-09-23 02:43:19.692000000,Non-Critical
294,09-23-22-0057-09,294,2022-09-23 02:44:02.091,2022-09-23 02:44:25.353,1171.31,1,0,7.0,1,160.0,14.0,35.0,23.262,43.9042070037,128.05611374407582,15.4421327014218,44.69843391382863,7.73249622120036,48.0,42.399,1.0,-0.0853290207562499,-0.1996492890995261,0.1030094786729858,65.661,41.3638,1.0352000000000032,1.0,331.3660715225542,60,21.42857142857143,1,2022-08-08 08:31:58,2022-08-08 08:32:20.122715375,2022-09-23 02:44:02.091000000,2022-09-23 02:44:02.091000000,2022-09-23 02:44:25.353000000,2022-09-23 02:44:25.353000000,Non-Critical
295,09-23-22-0058-09,295,2022-09-23 02:44:58.208,2022-09-23 02:45:21.402,1349.34,1,0,7.0,1,160.0,14.0,35.0,23.194,44.6455872088,127.4950710900474,16.489383886255922,44.10345460359215,9.451293995534408,48.0,32.855,1.0,-0.0698835998166665,-0.2031558056872038,0.1778131347325657,56.04899999999999,41.3638,-8.508800000000004,1.0,83.10478020570874,60,21.42857142857143,1,2022-08-08 08:34:43,2022-08-08 08:35:04.656067008,2022-09-23 02:44:58.208000000,2022-09-23 02:44:58.208000000,2022-09-23 02:45:21.402000000,2022-09-23 02:45:21.402000000,Non-Critical
296,09-23-22-0059-09,296,2022-09-23 02:45:57.559,2022-09-23 02:46:20.705,1221.64,1,0,7.0,1,160.0,14.0,35.0,23.146,43.2144980023,128.115,15.342870813397129,44.422129116726914,6.721292543073595,48.0,36.157,1.0,-0.0996979582854166,-0.1992812499999999,0.0959193438140806,59.303,41.3638,-5.206800000000001,1.0,106.64511767255496,60,21.42857142857143,1,2022-08-08 08:37:51,2022-08-08 08:38:12.729756108,2022-09-23 02:45:57.559000000,2022-09-23 02:45:57.559000000,2022-09-23 02:46:20.705000000,2022-09-23 02:46:20.705000000,Non-Critical
297,09-23-22-0060-09,297,2022-09-23 02:47:38.789,2022-09-23 02:48:01.919,1323.44,1,0,7.0,1,160.0,14.0,35.0,23.13,42.966796186900005,132.11947368421053,15.350430622009569,41.0251252425141,8.384677033034043,48.0,78.084,1.0,-0.1048584127729165,-0.1742532894736841,0.0964593301435405,101.214,41.3638,36.720200000000006,1.0,37.99938472402023,60,21.42857142857143,1,2022-08-08 08:39:50,2022-08-08 08:40:12.157712260,2022-09-23 02:47:38.789000000,2022-09-23 02:47:38.789000000,2022-09-23 02:48:01.919000000,2022-09-23 02:48:01.919000000,Non-Critical
298,09-23-22-0061-09,298,2022-09-23 03:01:30.410,2022-09-23 03:01:53.508,1174.92,1,0,7.0,1,160.0,13.0,35.0,23.098,39.7466158231,131.6966826923077,13.638125,37.57262604706705,6.362782322447488,44.57142857142858,808.491,1.0,-0.1082490039689103,-0.1768957331730769,0.0490865384615384,831.5889999999999,41.3638,767.1272,1.0,41.831579779296604,60,21.42857142857143,1,2022-08-08 08:41:53,2022-08-08 08:42:15.417863467,2022-09-23 03:01:30.410000000,2022-09-23 03:01:30.410000000,2022-09-23 03:01:53.508000000,2022-09-23 03:01:53.508000000,Non-Critical
299,09-23-22-0062-09,299,2022-09-23 03:02:47.107,2022-09-23 03:03:10.322,1303.77,1,0,7.0,1,160.0,13.0,35.0,23.215,40.4925126079,134.66834905660377,14.775424528301889,35.8853245639832,10.818636952321,44.57142857142858,53.599,1.0,-0.0915141402073718,-0.1583228183962264,0.1365711175616835,76.814,41.3638,12.235199999999995,1.0,73.04851888654105,60,21.42857142857143,1,2022-08-08 08:44:28,2022-08-08 08:44:49.894953781,2022-09-23 03:02:47.107000000,2022-09-23 03:02:47.107000000,2022-09-23 03:03:10.322000000,2022-09-23 03:03:10.322000000,Non-Critical
300,09-23-22-0063-09,300,2022-09-23 03:03:57.188,2022-09-23 03:04:20.180,1309.34,1,0,7.0,1,160.0,13.0,35.0,22.992,40.0051678267,131.8112380952381,14.25242857142857,39.32269916057621,7.779673632294424,44.57142857142858,46.866,1.0,-0.1024481577342949,-0.1761797619047618,0.0963406593406592,69.858,41.3638,5.5022000000000055,1.0,3009.9419145436154,60,21.42857142857143,1,2022-08-08 09:35:59,2022-08-08 09:36:21.265439752,2022-09-23 03:03:57.188000000,2022-09-23 03:03:57.188000000,2022-09-23 03:04:20.180000000,2022-09-23 03:04:20.180000000,Non-Critical
301,09-23-22-0064-09,301,2022-09-23 03:04:55.526,2022-09-23 03:05:19.021,1351.97,1,0,7.0,1,160.0,13.0,35.0,23.495,41.013638268600005,135.2108878504673,14.18032710280374,37.2895535933221,9.177112139254104,44.57142857142858,35.346,1.0,-0.0798222183326923,-0.1549319509345794,0.0907943925233645,58.841,41.3638,-6.017800000000005,1.0,248.07195021005188,60,21.42857142857143,1,2022-08-08 09:41:29,2022-08-08 09:41:50.765961390,2022-09-23 03:04:55.526000000,2022-09-23 03:04:55.526000000,2022-09-23 03:05:19.021000000,2022-09-23 03:05:19.021000000,Non-Critical
302,09-23-22-0065-09,302,2022-09-23 03:05:56.223,2022-09-23 03:06:19.284,1549.02,1,0,7.0,1,160.0,13.0,35.0,23.061,40.2380954301,133.56194312796208,13.467488151658769,34.23564741355597,6.449301685609209,44.57142857142858,37.202,1.0,-0.097222217914423,-0.1652378554502369,0.0359606270506742,60.263,41.3638,-4.1618,1.0,56.76245637363584,60,21.42857142857143,1,2022-08-08 09:43:47,2022-08-08 09:44:08.956989191,2022-09-23 03:05:56.223000000,2022-09-23 03:05:56.223000000,2022-09-23 03:06:19.284000000,2022-09-23 03:06:19.284000000,Non-Critical
303,09-23-22-0066-09,303,2022-09-23 03:07:01.913,2022-09-23 03:07:25.152,1040.98,1,0,7.0,1,160.0,13.0,35.0,23.239,41.1867984179,130.67871428571428,14.69511961722488,40.13340647844272,7.712706742650271,44.57142857142858,42.629,1.0,-0.0759372149830128,-0.1832580357142857,0.1303938167096061,65.868,41.3638,1.2651999999999963,1.0,21.75890782724833,60,21.42857142857143,1,2022-08-08 09:45:30,2022-08-08 09:45:52.144468446,2022-09-23 03:07:01.913000000,2022-09-23 03:07:01.913000000,2022-09-23 03:07:25.152000000,2022-09-23 03:07:25.152000000,Non-Critical
304,09-23-22-0067-09,304,2022-09-23 03:08:22.663,2022-09-23 03:08:45.670,1474.59,1,0,7.0,1,160.0,13.0,35.0,23.007,38.709652470200005,131.28701923076923,13.913125,37.06903389844251,8.112439564917844,44.57142857142858,57.511,1.0,-0.1315142073993589,-0.1794561298076923,0.0702403846153845,80.518,41.3638,16.1472,1.0,20.147770319079967,60,21.42857142857143,1,2022-08-08 09:47:12,2022-08-08 09:47:33.720810193,2022-09-23 03:08:22.663000000,2022-09-23 03:08:22.663000000,2022-09-23 03:08:45.670000000,2022-09-23 03:08:45.670000000,Non-Critical
305,09-23-22-0068-09,305,2022-09-23 03:13:43.502,2022-09-23 03:14:06.717,1157.05,1,0,7.0,1,160.0,13.0,35.0,23.215,40.5818607121,131.3918009478673,14.067582938388624,40.74220379501427,7.345424512773263,44.57142857142858,297.832,1.0,-0.0895095353054488,-0.1788012440758294,0.0821217644914327,321.047,41.3638,256.4682,1.0,3826.802387047319,60,21.42857142857143,1,2022-08-08 10:52:20,2022-08-08 10:52:41.951768668,2022-09-23 03:13:43.502000000,2022-09-23 03:13:43.502000000,2022-09-23 03:14:06.717000000,2022-09-23 03:14:06.717000000,Non-Critical
306,09-23-22-0069-09,306,2022-09-23 03:15:06.610,2022-09-23 03:15:29.749,1389.51,1,0,7.0,1,160.0,13.0,35.0,23.139,40.071874307200005,132.07847619047618,13.575142857142858,35.660192790000515,6.634932725819075,44.57142857142858,59.893,1.0,-0.1009515379794872,-0.1745095238095239,0.0442417582417582,83.032,41.3638,18.5292,1.0,219.08092044684943,60,21.42857142857143,1,2022-08-08 10:57:21,2022-08-08 10:57:42.461260542,2022-09-23 03:15:06.610000000,2022-09-23 03:15:06.610000000,2022-09-23 03:15:29.749000000,2022-09-23 03:15:29.749000000,Non-Critical
307,09-23-22-0070-09,307,2022-09-23 03:16:32.307,2022-09-23 03:16:55.398,1063.61,1,0,7.0,1,160.0,13.0,35.0,23.091,39.753856313,131.68435406698563,13.864736842105264,36.10431167902722,6.351910755270021,44.57142857142858,62.558,1.0,-0.1080865570801282,-0.1769727870813398,0.0665182186234818,85.649,41.3638,21.1942,1.0,75.30110640300045,60,21.42857142857143,1,2022-08-08 10:59:57,2022-08-08 11:00:19.190938373,2022-09-23 03:16:32.307000000,2022-09-23 03:16:32.307000000,2022-09-23 03:16:55.398000000,2022-09-23 03:16:55.398000000,Non-Critical
308,09-23-22-0071-09,308,2022-09-23 03:18:09.176,2022-09-23 03:18:32.337,1217.71,1,0,7.0,1,160.0,13.0,35.0,23.161,41.1600791553,133.77680952380953,14.572809523809523,38.74745694772368,9.33962778127329,44.57142857142858,73.778,1.0,-0.0765366856182692,-0.1638949404761904,0.1209853479853479,96.939,41.3638,32.41420000000001,1.0,31.815443104665608,60,21.42857142857143,1,2022-08-08 11:01:51,2022-08-08 11:02:12.434952905,2022-09-23 03:18:09.176000000,2022-09-23 03:18:09.176000000,2022-09-23 03:18:32.337000000,2022-09-23 03:18:32.337000000,Non-Critical
309,09-23-22-0072-09,309,2022-09-23 03:19:17.488,2022-09-23 03:19:40.586,1235.25,1,0,7.0,1,160.0,13.0,35.0,23.098,39.462789585500005,131.883,14.57847619047619,36.4667630286741,10.108204094268771,44.57142857142858,45.151,1.0,-0.1146169003253204,-0.1757312499999999,0.1214212454212453,68.249,41.3638,3.787199999999999,1.0,12.889283244249008,60,21.42857142857143,1,2022-08-08 11:03:25,2022-08-08 11:03:46.752807577,2022-09-23 03:19:17.488000000,2022-09-23 03:19:17.488000000,2022-09-23 03:19:40.586000000,2022-09-23 03:19:40.586000000,Non-Critical
310,09-23-22-0073-09,310,2022-09-23 03:20:33.239,2022-09-23 03:20:56.468,1307.87,1,0,7.0,1,160.0,13.0,35.0,23.229,39.8330977949,131.40047619047618,13.76595238095238,36.99918338374544,6.802945555227282,44.57142857142858,52.653,1.0,-0.1063087033195514,-0.1787470238095239,0.058919413919414,75.882,41.3638,11.289200000000008,1.0,55.732850669989325,60,21.42857142857143,1,2022-08-08 11:05:42,2022-08-08 11:06:03.914229674,2022-09-23 03:20:33.239000000,2022-09-23 03:20:33.239000000,2022-09-23 03:20:56.468000000,2022-09-23 03:20:56.468000000,Non-Critical
311,09-23-22-0074-09,311,2022-09-23 03:21:53.583,2022-09-23 03:22:16.559,1146.23,1,0,7.0,1,160.0,13.0,35.0,22.976,40.0228596588,132.15280952380954,13.87761904761905,36.763427794063055,6.94084547665023,44.57142857142858,57.115,1.0,-0.1020512256038462,-0.1740449404761903,0.0675091575091575,80.09100000000001,41.3638,15.751200000000011,1.0,562.9091992279145,60,21.42857142857143,1,2022-08-08 11:16:26,2022-08-08 11:16:48.252000329,2022-09-23 03:21:53.583000000,2022-09-23 03:21:53.583000000,2022-09-23 03:22:16.559000000,2022-09-23 03:22:16.559000000,Non-Critical
312,09-23-22-0075-09,312,2022-09-23 03:23:23.328,2022-09-23 03:23:46.404,1282.13,1,0,7.0,1,160.0,13.0,35.0,23.076,40.0657486705,132.42728571428572,13.863509615384617,38.01597507022524,6.779056173166065,44.57142857142858,66.769,1.0,-0.101088972136218,-0.1723294642857142,0.0664238165680475,89.845,41.3638,25.4052,1.0,29.293655202559318,60,21.42857142857143,1,2022-08-08 11:18:17,2022-08-08 11:18:38.974226959,2022-09-23 03:23:23.328000000,2022-09-23 03:23:23.328000000,2022-09-23 03:23:46.404000000,2022-09-23 03:23:46.404000000,Non-Critical
313,09-23-22-0076-09,313,2022-09-23 03:24:33.146,2022-09-23 03:24:56.253,1269.84,1,0,7.0,1,160.0,13.0,35.0,23.107,38.7700149747,128.99395238095238,14.815666666666669,36.85672632900949,10.225130866060846,44.57142857142858,46.742,1.0,-0.130159920439423,-0.1937877976190476,0.1396666666666666,69.84899999999999,41.3638,5.3781999999999925,1.0,39.89846541147304,60,21.42857142857143,1,2022-08-08 11:20:18,2022-08-08 11:20:40.301263798,2022-09-23 03:24:33.146000000,2022-09-23 03:24:33.146000000,2022-09-23 03:24:56.253000000,2022-09-23 03:24:56.253000000,Non-Critical
314,09-23-22-0077-09,314,2022-09-23 03:27:29.975,2022-09-23 03:27:52.988,1119.67,1,0,7.0,1,160.0,13.0,35.0,23.013,39.7876498644,129.26879807692308,13.884278846153846,35.77801716242772,6.703041595215056,44.57142857142858,153.722,1.0,-0.1073283684269231,-0.1920700120192308,0.068021449704142,176.735,41.3638,112.3582,1.0,40.39441786491231,60,21.42857142857143,1,2022-08-08 11:22:20,2022-08-08 11:22:42.124253090,2022-09-23 03:27:29.975000000,2022-09-23 03:27:29.975000000,2022-09-23 03:27:52.988000000,2022-09-23 03:27:52.988000000,Non-Critical
315,09-23-22-0078-09,315,2022-09-23 03:32:18.032,2022-09-23 03:32:41.194,1494.75,1,0,7.0,1,160.0,13.0,35.0,23.162,40.4633662062,132.43264423076923,14.399170731707317,39.45262547949723,7.885542852185192,44.57142857142858,265.044,1.0,-0.0921680658865385,-0.1722959735576923,0.1076285178236398,288.206,41.3638,223.6802,1.0,82.99749132851986,60,21.42857142857143,1,2022-08-08 11:25:05,2022-08-08 11:25:26.550315846,2022-09-23 03:32:18.032000000,2022-09-23 03:32:18.032000000,2022-09-23 03:32:41.194000000,2022-09-23 03:32:41.194000000,Non-Critical
316,09-23-22-0079-09,316,2022-09-23 03:33:33.319,2022-09-23 03:33:56.511,1090.66,1,0,7.0,1,160.0,13.0,35.0,23.192,40.9586980026,133.0062559241706,13.964502369668248,40.96471275565396,6.520092251300627,44.57142857142858,52.125,1.0,-0.0810548525057692,-0.1687109004739337,0.0741924899744805,75.31700000000001,41.3638,10.76120000000001,1.0,10.801332887246645,60,21.42857142857143,1,2022-08-08 11:26:37,2022-08-08 11:26:58.780220161,2022-09-23 03:33:33.319000000,2022-09-23 03:33:33.319000000,2022-09-23 03:33:56.511000000,2022-09-23 03:33:56.511000000,Non-Critical
317,09-23-22-0080-09,317,2022-09-23 03:35:05.269,2022-09-23 03:35:28.452,1409.67,1,0,7.0,1,160.0,13.0,35.0,23.183,40.0941632373,128.7057142857143,14.247190476190475,39.93790314801919,7.540654230999315,44.57142857142858,68.758,1.0,-0.1004514658298078,-0.1955892857142857,0.0959377289377287,91.941,41.3638,27.394200000000005,1.0,39.259209162645064,60,21.42857142857143,1,2022-08-08 11:28:38,2022-08-08 11:28:59.468000751,2022-09-23 03:35:05.269000000,2022-09-23 03:35:05.269000000,2022-09-23 03:35:28.452000000,2022-09-23 03:35:28.452000000,Non-Critical
318,09-23-22-0001-09,318,2022-09-23 11:45:50.293,2022-09-23 11:46:13.623,1371.31,1,0,7.0,1,170.0,14.0,35.0,23.33,46.2978191505,137.8983962264151,16.123554502369668,45.32374845176683,9.726822471937425,51.0,29421.841,1.0,-0.0921996244999999,-0.1888329633740288,0.1516824644549763,29445.171,41.3638,29380.4772,1.0,15.673759089940155,60,21.42857142857143,1,2022-08-08 11:30:15,2022-08-08 11:30:36.570331268,2022-09-23 11:45:50.293000000,2022-09-23 11:45:50.293000000,2022-09-23 11:46:13.623000000,2022-09-23 11:46:13.623000000,Non-Critical
319,09-23-22-0002-09,319,2022-09-23 11:47:17.230,2022-09-23 11:47:40.344,1421.64,1,0,7.0,1,170.0,14.0,35.0,23.114,49.6998231603,139.5979523809524,16.0655023923445,46.83732328736342,6.960426383742871,51.0,63.607,1.0,-0.0254936635235294,-0.1788355742296917,0.1475358851674642,86.721,41.3638,22.243200000000005,1.0,579.1535950585288,60,21.42857142857143,1,2022-08-08 11:41:15,2022-08-08 11:41:37.152497754,2022-09-23 11:47:17.230000000,2022-09-23 11:47:17.230000000,2022-09-23 11:47:40.344000000,2022-09-23 11:47:40.344000000,Non-Critical
320,09-23-22-0003-09,320,2022-09-23 11:48:26.629,2022-09-23 11:48:49.783,1353.61,1,0,7.0,1,170.0,14.0,35.0,23.154,45.8254191316,143.45352380952383,15.047809523809525,41.59951163637137,8.838323790609852,51.0,46.285,1.0,-0.1014623699686274,-0.1561557422969186,0.0748435374149658,69.439,41.3638,4.921199999999995,1.0,17.08452981221241,60,21.42857142857143,1,2022-08-08 11:42:54,2022-08-08 11:43:15.665598994,2022-09-23 11:48:26.629000000,2022-09-23 11:48:26.629000000,2022-09-23 11:48:49.783000000,2022-09-23 11:48:49.783000000,Non-Critical
321,09-23-22-0004-09,321,2022-09-23 11:49:44.613,2022-09-23 11:50:07.743,1416.72,1,0,7.0,1,170.0,14.0,35.0,23.13,47.2376185641,139.38018957345972,15.762571428571428,43.771813184830485,7.924094566310432,51.0,54.83,1.0,-0.073772185017647,-0.1801165319208252,0.1258979591836735,77.96,41.3638,13.466199999999995,1.0,261.93569600029537,60,21.42857142857143,1,2022-08-08 11:48:37,2022-08-08 11:48:59.029866422,2022-09-23 11:49:44.613000000,2022-09-23 11:49:44.613000000,2022-09-23 11:50:07.743000000,2022-09-23 11:50:07.743000000,Non-Critical
322,09-23-22-0005-09,322,2022-09-23 11:51:04.916,2022-09-23 11:51:27.945,1406.89,1,0,7.0,1,170.0,14.0,35.0,23.029,47.5906909409,139.2035885167464,16.550047846889953,44.13230610730756,9.550542297208915,51.0,57.173,1.0,-0.0668491972372548,-0.1811553616661976,0.1821462747778537,80.202,41.3638,15.8092,1.0,3111.8663252595247,60,21.42857142857143,1,2022-08-08 12:41:50,2022-08-08 12:42:12.324763109,2022-09-23 11:51:04.916000000,2022-09-23 11:51:04.916000000,2022-09-23 11:51:27.945000000,2022-09-23 11:51:27.945000000,Non-Critical
323,09-23-22-0006-09,323,2022-09-23 11:52:40.341,2022-09-23 11:53:03.379,1349.02,1,0,7.0,1,170.0,14.0,35.0,23.038,45.5321914632,141.11975961538462,15.639903846153846,39.135935454557455,10.140136445850628,51.0,72.396,1.0,-0.1072119320941176,-0.1698837669683257,0.1171359890109891,95.434,41.3638,31.0322,1.0,33.7829730744279,60,21.42857142857143,1,2022-08-08 12:43:46,2022-08-08 12:44:07.536307611,2022-09-23 11:52:40.341000000,2022-09-23 11:52:40.341000000,2022-09-23 11:53:03.379000000,2022-09-23 11:53:03.379000000,Non-Critical
324,09-23-22-0007-09,324,2022-09-23 11:54:21.519,2022-09-23 11:54:44.642,1370.82,1,0,7.0,1,170.0,14.0,35.0,23.123,48.8927276362,132.7345933014354,17.494976076555023,50.47118176163039,9.375954162951688,51.0,78.14,1.0,-0.0413190659568627,-0.2192082746974387,0.2496411483253588,101.263,41.3638,36.7762,1.0,21.08755082784554,60,21.42857142857143,1,2022-08-08 12:45:28,2022-08-08 12:45:50.052429866,2022-09-23 11:54:21.519000000,2022-09-23 11:54:21.519000000,2022-09-23 11:54:44.642000000,2022-09-23 11:54:44.642000000,Non-Critical
325,09-23-22-0008-09,325,2022-09-23 11:55:54.466,2022-09-23 11:56:17.627,1432.46,1,0,7.0,1,170.0,14.0,35.0,23.161,52.0549346747,131.60772511848342,18.396824644549763,53.78887680676746,8.539774049791074,51.0,69.824,1.0,0.0206849936215687,-0.2258369110677446,0.3140589031821259,92.985,41.3638,28.4602,1.0,100.67625146102499,60,21.42857142857143,1,2022-08-08 12:48:30,2022-08-08 12:48:52.157252755,2022-09-23 11:55:54.466000000,2022-09-23 11:55:54.466000000,2022-09-23 11:56:17.627000000,2022-09-23 11:56:17.627000000,Non-Critical
326,09-23-22-0009-09,326,2022-09-23 11:57:02.308,2022-09-23 11:57:25.298,1363.61,1,0,7.0,1,170.0,14.0,35.0,22.99,53.3161712942,129.21125,19.507115384615386,54.91225970639709,8.920084180304771,51.0,44.681,1.0,0.0454151234156863,-0.2399338235294117,0.3933653846153846,67.67099999999999,41.3638,3.317199999999996,1.0,64.3053678146624,60,21.42857142857143,1,2022-08-08 12:50:56,2022-08-08 12:51:17.891191997,2022-09-23 11:57:02.308000000,2022-09-23 11:57:02.308000000,2022-09-23 11:57:25.298000000,2022-09-23 11:57:25.298000000,Non-Critical
