folder_4,WeldNumber,datetime_min,datetime_max,Wire Consumed,QualityFlag,WELD_TYPE,THICKNESS_MM,STEEL_TYPE,CURRENT_A,VOLTAGE_V,ROBOT_SPEED_CPM,Duration,Energy,AvgCurrent,AvgVoltage,StdCurrent,StdVoltage,DesignEnergy,WaitTime,WaitSameDayFlag,EnergyDelta,CurrentDelta,VoltDelta,CycleTime,EstSetupTime,WaitTimeCalc,WIP
10-30-22-0177-03,1008,2022-10-30 06:15:30.257,2022-10-30 06:15:56.895,1139.84,1,0,7.0,1,150.0,20.0,30.0,26.638,60.4709025963,124.50858921161826,18.473319502074688,26.992408031420922,5.738952700768649,75.0,58.088,1,-0.19372129871599997,-0.1699427385892116,-0.07633402489626562,84.726,41.3638,16.7242,1
10-30-22-0178-03,1009,2022-10-30 06:17:03.897,2022-10-30 06:17:30.597,1316.56,1,0,7.0,1,150.0,20.0,30.0,26.7,60.630527454200006,125.45938016528925,18.59194214876033,28.89273899847725,7.087242289236966,75.0,67.002,1,-0.19159296727733321,-0.16360413223140502,-0.0704028925619834,93.702,41.3638,25.6382,1
10-30-22-0179-03,1010,2022-10-30 06:18:32.673,2022-10-30 06:18:59.361,1296.89,1,0,7.0,1,150.0,20.0,30.0,26.688,60.5080167313,125.33731404958678,18.409834024896266,28.05547139736472,5.768291916937295,75.0,62.076,1,-0.1932264435826666,-0.1644179063360881,-0.07950829875518672,88.764,41.3638,20.7122,1
10-30-22-0180-03,1011,2022-10-30 06:20:37.545,2022-10-30 06:21:04.268,1175.9,1,0,7.0,1,150.0,20.0,30.0,26.723,60.2858068887,125.672,18.26589958158996,28.92950761845118,5.761176927200937,75.0,98.184,1,-0.19618924148399997,-0.1621866666666667,-0.08670502092050203,124.907,41.3638,56.8202,1
10-30-22-0081-04,1012,2022-10-30 06:44:06.741,2022-10-30 06:44:36.162,1184.59,1,0,3.0,1,110.0,20.0,24.0,29.421,69.13670051310001,129.76913533834585,18.59545112781955,28.278016309835987,6.661058728206901,68.75,1382.473,1,0.005624734736000114,0.17971941216678045,-0.07022744360902244,1411.894,41.3638,1341.1091999999999,1
10-30-22-0082-04,1013,2022-10-30 06:49:34.996,2022-10-30 06:50:07.219,1353.28,1,0,3.0,1,110.0,20.0,24.0,32.223,91.70725470880001,161.29609589041095,18.42687285223368,32.599875885187124,7.159800096972348,68.75,298.834,1,0.3339237048552728,0.4663281444582814,-0.07865635738831611,331.057,41.3638,257.47020000000003,1
10-30-22-0083-04,1014,2022-10-30 06:51:37.518,2022-10-30 06:52:09.646,1557.71,1,0,3.0,1,110.0,20.0,24.0,32.128,91.522622857,160.42041237113403,18.152783505154638,31.07084234402562,6.26827195165182,68.75,90.299,1,0.3312381506472728,0.4583673851921275,-0.09236082474226814,122.427,41.3638,48.93520000000001,1
10-30-22-0084-04,1015,2022-10-30 06:54:10.942,2022-10-30 06:54:43.391,1336.89,1,0,3.0,1,110.0,20.0,24.0,32.449,91.0434400172,156.4308904109589,18.23705479452055,34.49543564450377,5.563855268968807,68.75,121.296,1,0.32426821843200004,0.4220990037359902,-0.08814726027397257,153.745,41.3638,79.93220000000001,1
10-30-22-0085-04,1016,2022-10-30 06:55:18.181,2022-10-30 06:55:50.446,1688.53,1,0,3.0,1,110.0,20.0,24.0,32.265,90.6685403913,157.629793814433,18.83384879725086,32.27941413964509,8.134619523422838,68.75,34.79,1,0.3188151329643636,0.43299812558575446,-0.05830756013745708,67.055,41.3638,-6.573799999999991,1
10-30-22-0086-04,1017,2022-10-30 06:56:58.350,2022-10-30 06:57:30.523,1414.75,1,0,3.0,1,110.0,20.0,24.0,32.173,89.644327542,156.00859589041096,18.09212328767123,31.14122603864668,5.137582930012399,68.75,67.904,1,0.30391749152,0.41825996264009957,-0.09539383561643844,100.077,41.3638,26.5402,1
10-30-22-0087-04,1018,2022-10-30 06:58:15.669,2022-10-30 06:58:47.949,1389.51,1,0,3.0,1,110.0,20.0,24.0,32.28,90.0671430008,154.78407534246574,17.949109589041097,32.95253697299351,4.13956318914009,68.75,45.146,1,0.3100675345570909,0.4071279576587794,-0.10254452054794516,77.426,41.3638,3.782200000000003,1
10-30-22-0088-04,1019,2022-10-30 06:59:23.792,2022-10-30 06:59:56.035,1617.71,1,0,3.0,1,110.0,20.0,24.0,32.243,90.77856758440001,157.95769759450172,17.939413793103448,31.96371784498407,5.199658892307157,68.75,35.843,1,0.3204155285003638,0.43597906904092487,-0.10302931034482765,68.08600000000001,41.3638,-5.520799999999987,1
10-30-22-0089-04,1020,2022-10-30 07:01:32.581,2022-10-30 07:02:04.780,1769.51,1,0,3.0,1,110.0,20.0,24.0,32.199,90.8265979598,157.89106896551726,18.22204861111111,30.47899819034855,4.84396254532236,68.75,96.546,1,0.32111415214254535,0.4353733542319751,-0.08889756944444449,128.745,41.3638,55.18220000000001,1
10-30-22-0090-04,1021,2022-10-30 07:03:06.237,2022-10-30 07:03:38.514,1327.05,1,0,3.0,1,110.0,20.0,24.0,32.277,90.2841528356,154.37051369863013,18.076164383561643,32.138157504381695,3.8768464635699442,68.75,61.457,1,0.31322404124509085,0.40336830635118304,-0.09619178082191782,93.73400000000001,41.3638,20.09320000000001,1
10-30-22-0091-04,1022,2022-10-30 07:04:28.341,2022-10-30 07:05:00.519,1468.85,1,0,3.0,1,110.0,20.0,24.0,32.178,90.2675431862,155.6049655172414,17.85803448275862,30.937535071436855,3.5614979642942206,68.75,49.827,1,0.31298244634472727,0.4145905956112854,-0.1070982758620691,82.005,41.3638,8.4632,1
10-30-22-0092-04,1023,2022-10-30 07:05:41.693,2022-10-30 07:06:14.005,1369.84,1,0,3.0,1,110.0,20.0,24.0,32.312,90.9678061148,157.40196551724136,18.965724137931037,30.500437331917922,8.168484144003342,68.75,41.174,1,0.32316808894254545,0.4309269592476488,-0.05171379310344815,73.48599999999999,41.3638,-0.1898000000000053,1
10-30-22-0093-04,1024,2022-10-30 07:07:08.112,2022-10-30 07:07:40.328,1057.21,1,0,3.0,1,110.0,20.0,24.0,32.216,90.5619531282,158.88481099656357,17.896288659793814,32.02604669826307,5.303786023064765,68.75,54.107,1,0.31726477277381826,0.4444073726960325,-0.10518556701030923,86.32300000000001,41.3638,12.743200000000009,1
10-30-22-0094-04,1025,2022-10-30 07:22:09.159,2022-10-30 07:22:41.193,-4915.9,1,0,3.0,1,110.0,20.0,24.0,32.034,89.1457866723,150.93365853658537,18.958397212543556,30.9760132700574,6.384091477690202,68.75,868.831,1,0.2966659879607274,0.37212416851441255,-0.05208013937282219,900.865,41.3638,827.4672,1
10-30-22-0095-04,1026,2022-10-30 07:23:16.965,2022-10-30 07:23:49.194,4.26,1,0,3.0,1,110.0,20.0,24.0,32.229,87.5309085348,145.6793493150685,19.616575342465755,32.21319326824574,7.969359099159016,68.75,35.772,1,0.2731768514152728,0.3243577210460773,-0.019171232876712296,68.001,41.3638,-5.591799999999992,1
10-30-22-0096-04,1027,2022-10-30 07:24:29.060,2022-10-30 07:25:01.646,5.74,1,0,3.0,1,110.0,20.0,24.0,32.586,87.4179691472,146.9433445945946,19.647619047619045,35.58947422896847,8.250017712946828,68.75,39.866,1,0.2715340966865454,0.33584858722358724,-0.017619047619047756,72.452,41.3638,-1.497799999999998,1
10-30-22-0097-04,1028,2022-10-30 07:25:31.840,2022-10-30 07:26:04.056,5.57,1,0,3.0,1,110.0,20.0,24.0,32.216,86.9064296919,146.99896551724137,19.367275862068965,29.505811033409863,7.972006113942105,68.75,30.194,1,0.26409352279127285,0.33635423197492154,-0.03163620689655178,62.41,41.3638,-11.169800000000002,1
10-30-22-0098-04,1029,2022-10-30 07:26:37.713,2022-10-30 07:27:10.052,5.41,1,0,3.0,1,110.0,20.0,24.0,32.339,86.7324713544,146.07085616438357,18.62544827586207,31.659261804839193,5.0113493999854,68.75,33.657,1,0.26156321970036367,0.32791687422166893,-0.06872758620689656,65.996,41.3638,-7.706800000000001,1
10-30-22-0099-04,1030,2022-10-30 07:27:48.983,2022-10-30 07:28:21.221,862.79,1,0,3.0,1,110.0,20.0,24.0,32.238,87.2551912799,145.40399317406144,19.61931506849315,29.64456583688634,7.861910146038113,68.75,38.931,1,0.2691664186167273,0.32185448340055856,-0.019034246575342473,71.169,41.3638,-2.4328000000000003,1
10-30-22-0100-04,1031,2022-10-30 07:28:53.822,2022-10-30 07:29:26.176,4.75,1,0,3.0,1,110.0,20.0,24.0,32.354,87.7814695472,148.6812244897959,18.21815699658703,31.909841162259443,3.723553688502166,68.75,32.601,1,0.2768213752320001,0.35164749536178097,-0.08909215017064853,64.955,41.3638,-8.762799999999999,1
10-30-22-0101-04,1032,2022-10-30 07:33:01.104,2022-10-30 07:33:33.343,1723.44,1,0,3.0,1,120.0,20.0,25.0,32.239,92.2434326884,144.65527397260274,20.170481099656357,29.748466377524664,6.246476836681081,72.0,214.928,1,0.281158787338889,0.20546061643835611,0.00852405498281783,247.167,41.3638,173.5642,1
10-30-22-0102-04,1033,2022-10-30 07:34:50.416,2022-10-30 07:35:22.617,804.43,1,0,3.0,1,120.0,20.0,25.0,32.201,92.8816096605,145.91979452054795,20.037758620689655,30.285869307033582,5.004516176022143,72.0,77.073,1,0.2900223563958333,0.21599828767123297,0.0018879310344828149,109.274,41.3638,35.7092,1
10-30-22-0103-04,1034,2022-10-30 07:35:58.442,2022-10-30 07:36:30.578,1820.98,1,0,3.0,1,120.0,20.0,25.0,32.136,92.59976053870001,145.65342465753426,19.610616438356164,28.647166582052602,3.8531782253832145,72.0,35.825,1,0.28610778525972247,0.21377853881278552,-0.01946917808219184,67.96100000000001,41.3638,-5.538799999999988,1
10-30-22-0104-04,1035,2022-10-30 07:37:02.345,2022-10-30 07:37:34.331,1841.15,1,0,3.0,1,120.0,20.0,25.0,31.986,92.0692296185,145.76124567474048,19.811418685121108,27.308953644132018,4.982833906948235,72.0,31.767,1,0.2787393002569445,0.2146770472895041,-0.009429065743944642,63.753,41.3638,-9.596799999999998,1
10-30-22-0105-04,1036,2022-10-30 07:38:07.742,2022-10-30 07:38:39.842,425.25,1,0,3.0,1,120.0,20.0,25.0,32.1,91.1137778753,143.67725085910652,19.667457044673537,29.0340729204016,3.777411683722185,72.0,33.411,1,0.2654691371569444,0.1973104238258876,-0.016627147766323125,65.511,41.3638,-7.952800000000003,1
10-30-22-0106-04,1037,2022-10-30 07:39:26.897,2022-10-30 07:39:59.181,862.95,1,0,3.0,1,120.0,20.0,25.0,32.284,90.2682356744,139.90102389078498,20.86354948805461,29.663162379839314,7.876364441164637,72.0,47.055,1,0.2537254954777779,0.16584186575654147,0.043177474402730454,79.339,41.3638,5.691200000000002,1
10-30-22-0107-04,1038,2022-10-30 07:40:28.374,2022-10-30 07:41:00.622,4.75,1,0,3.0,1,120.0,20.0,25.0,32.248,91.5755175626,142.81562068965516,19.644000000000002,29.530588266830012,4.129440154083741,72.0,29.193,1,0.27188218836944444,0.19013017241379293,-0.017799999999999927,61.441,41.3638,-12.170799999999993,1
10-30-22-0108-04,1039,2022-10-30 07:41:30.384,2022-10-30 07:42:02.530,5.41,1,0,3.0,1,120.0,20.0,25.0,32.146,90.9599091932,142.65134020618558,19.64,28.554401712576134,3.7638060340656474,72.0,29.762,1,0.26333207212777787,0.18876116838487977,-0.018000000000000016,61.908,41.3638,-11.601799999999997,1
10-30-22-0109-04,1040,2022-10-30 07:42:30.726,2022-10-30 07:43:02.912,1879.67,1,0,3.0,1,120.0,20.0,25.0,32.186,91.2132046057,142.8960824742268,19.793024054982816,32.41394660104264,4.3045647538524765,72.0,28.196,1,0.26685006396805555,0.19080068728522326,-0.010348797250859243,60.382000000000005,41.3638,-13.167799999999993,1
10-30-22-0110-04,1041,2022-10-30 07:43:46.206,2022-10-30 07:44:18.426,728.36,1,0,3.0,1,120.0,20.0,25.0,32.22,90.0399238773,140.78569965870307,19.913856655290104,29.244056203347643,5.074033055187496,72.0,43.294,1,0.2505544982958332,0.17321416382252552,-0.0043071672354948465,75.514,41.3638,1.9301999999999992,1
10-30-22-0111-04,1042,2022-10-30 07:45:09.445,2022-10-30 07:45:41.727,1898.85,1,0,3.0,1,120.0,20.0,25.0,32.282,91.4894273141,142.4460616438356,20.072793103448276,30.05632215721311,5.004428225098239,72.0,51.019,1,0.27068649047361104,0.18705051369863002,0.003639655172413825,83.30099999999999,41.3638,9.655199999999994,1
10-30-22-0112-04,1043,2022-10-30 07:46:18.091,2022-10-30 07:46:50.396,1889.51,1,0,3.0,1,120.0,20.0,25.0,32.305,91.3904594051,142.49427586206895,19.691038062283738,30.181969519497663,3.8931308311801085,72.0,36.364,1,0.2693119361819445,0.18745229885057446,-0.015448096885813056,68.669,41.3638,-4.9998000000000005,1
10-30-22-0113-04,1044,2022-10-30 07:47:25.120,2022-10-30 07:47:57.269,1918.69,1,0,3.0,1,120.0,20.0,25.0,32.149,91.9397779244,144.8832302405498,20.12635738831615,29.519595149754803,6.295265199100479,72.0,34.724,1,0.27694136006111125,0.20736025200458164,0.0063178694158074755,66.87299999999999,41.3638,-6.639800000000008,1
10-30-22-0114-04,1045,2022-10-30 07:49:12.394,2022-10-30 07:49:44.685,1062.95,1,0,3.0,1,120.0,20.0,25.0,32.291,91.4576557199,144.73428082191782,19.468561643835617,30.56076580679058,3.802819534502597,72.0,75.125,1,0.2702452183319446,0.20611900684931528,-0.026571917808219103,107.416,41.3638,33.7612,1
10-30-22-0115-04,1046,2022-10-30 07:51:12.730,2022-10-30 07:51:44.838,8.52,1,0,3.0,1,120.0,20.0,25.0,32.108,90.1621721544,143.07455172413793,19.55889655172414,29.6223449742027,3.597630538422687,72.0,88.045,1,0.2522523910333332,0.19228793103448272,-0.022055172413793067,120.15299999999999,41.3638,46.6812,1
10-30-22-0116-04,1047,2022-10-30 07:52:18.139,2022-10-30 07:52:50.291,3.61,1,0,3.0,1,120.0,20.0,25.0,32.152,93.6101838639,149.8433676975945,19.282655172413794,30.826798110133872,3.5451779500176688,72.0,33.301,1,0.30014144255416664,0.2486947308132874,-0.0358672413793103,65.453,41.3638,-8.062799999999996,1
10-30-22-0117-04,1048,2022-10-30 07:53:37.967,2022-10-30 07:54:10.147,863.11,1,0,3.0,1,120.0,20.0,25.0,32.18,92.8993841075,145.04778156996588,20.200784982935154,28.949338699832268,6.099088725850869,72.0,47.676,1,0.29026922371527775,0.20873151308304894,0.0100392491467578,79.856,41.3638,6.312199999999997,1
10-30-22-0118-04,1049,2022-10-30 07:54:39.972,2022-10-30 07:55:12.098,864.59,1,0,3.0,1,120.0,20.0,25.0,32.126,92.2457575966,146.89660958904108,19.37708904109589,29.84404292463752,3.9030972922980136,72.0,29.825,1,0.2811910777305555,0.224138413242009,-0.03114554794520552,61.95099999999999,41.3638,-11.538800000000002,1
10-30-22-0119-04,1050,2022-10-30 07:55:42.439,2022-10-30 07:56:15.333,1907.21,1,0,3.0,1,120.0,20.0,25.0,32.894,91.7515413974,142.93657718120804,20.242871621621624,34.70816263111648,5.5229246302659885,72.0,30.341,1,0.2743269638527779,0.1911381431767336,0.012143581081081267,63.235,41.3638,-11.022799999999997,1
10-30-22-0120-04,1051,2022-10-30 07:56:47.849,2022-10-30 07:57:20.026,1900.0,1,0,3.0,1,120.0,20.0,25.0,32.177,92.1150218219,145.83216494845362,19.7119587628866,29.25473986565564,5.133160612542307,72.0,32.516,1,0.27937530308194436,0.21526804123711352,-0.014402061855670056,64.693,41.3638,-8.8478,1
10-30-22-0121-04,1052,2022-10-30 08:00:02.194,2022-10-30 08:00:34.401,1897.38,1,0,3.0,1,130.0,20.0,24.0,32.207,96.89106234100001,138.2410996563574,21.767835051546392,28.735662262824864,5.1176777923674805,81.25,162.168,1,0.19250538265846173,0.06339307427967222,0.08839175257731968,194.375,41.3638,120.80420000000001,1
10-30-22-0122-04,1053,2022-10-30 08:01:20.134,2022-10-30 08:01:52.588,198.36,1,0,3.0,1,130.0,20.0,24.0,32.454,96.9761488445,138.7323469387755,21.42738095238095,30.355602025599165,4.382897838014881,81.25,45.733,1,0.19355260116307704,0.06717189952904223,0.07136904761904761,78.187,41.3638,4.369199999999999,1
10-30-22-0123-04,1054,2022-10-30 08:02:28.482,2022-10-30 08:03:00.682,866.23,1,0,3.0,1,130.0,20.0,24.0,32.2,95.80387170760001,139.98106164383563,21.612405498281788,28.44471263479229,5.901101626011996,81.25,35.894,1,0.17912457486276945,0.0767773972602741,0.08062027491408941,68.094,41.3638,-5.469800000000006,1
10-30-22-0124-04,1055,2022-10-30 08:03:30.830,2022-10-30 08:04:03.077,878.03,1,0,3.0,1,130.0,20.0,24.0,32.247,94.3544024217,135.80399317406145,21.254641638225255,28.797927081743794,4.069308819913028,81.25,30.148,1,0.16128495288246159,0.0446461013389341,0.06273208191126267,62.394999999999996,41.3638,-11.215800000000002,1
10-30-22-0125-04,1056,2022-10-30 08:04:37.135,2022-10-30 08:05:09.253,1904.1,1,0,3.0,1,130.0,20.0,24.0,32.118,98.0151765999,139.1969759450172,21.89343642611684,27.94877577596703,5.041380408788534,81.25,34.058,1,0.20634063507569222,0.07074596880782447,0.09467182130584195,66.176,41.3638,-7.305799999999998,1
10-30-22-0126-04,1057,2022-10-30 08:06:18.436,2022-10-30 08:06:50.571,1899.84,1,0,3.0,1,130.0,20.0,24.0,32.135,96.0152630168,138.7589003436426,21.742758620689653,32.54868394225475,4.698591555550907,81.25,69.183,1,0.18172631405292305,0.06737615648955853,0.08713793103448264,101.31800000000001,41.3638,27.819200000000016,1
10-30-22-0127-04,1058,2022-10-30 08:07:28.749,2022-10-30 08:08:00.927,1604.92,1,0,3.0,1,130.0,20.0,24.0,32.178,94.3540699799,128.44494845360825,23.395137931034483,39.08533023483745,6.539971758635243,81.25,38.178,1,0.161280861291077,-0.011961934972244292,0.1697568965517242,70.356,41.3638,-3.1858000000000004,1
10-30-22-0128-04,1059,2022-10-30 08:08:49.331,2022-10-30 08:09:21.438,512.3,1,0,3.0,1,130.0,20.0,24.0,32.107,96.66063823340001,142.2645205479452,21.114931506849317,28.393702851600846,4.894914921784901,81.25,48.404,1,0.18966939364184632,0.09434246575342464,0.05574657534246574,80.511,41.3638,7.040199999999999,1
10-30-22-0129-04,1060,2022-10-30 08:10:24.568,2022-10-30 08:10:56.813,2.95,1,0,3.0,1,130.0,20.0,24.0,32.245,97.73312875250001,143.1574914089347,20.978827586206897,29.69341537763412,3.72942076514933,81.25,63.13,1,0.20286927695384627,0.10121147237642081,0.04894137931034481,95.375,41.3638,21.766200000000005,1
10-30-22-0130-04,1061,2022-10-30 08:11:50.956,2022-10-30 08:12:23.087,6.39,1,0,3.0,1,130.0,20.0,24.0,32.131,97.75048152800001,140.51834482758622,22.339090909090906,29.953971991730484,5.792032750354594,81.25,54.143,1,0.2030828495753847,0.0809103448275863,0.11695454545454531,86.274,41.3638,12.779200000000003,1
10-30-22-0131-04,1062,2022-10-30 08:13:00.586,2022-10-30 08:13:32.695,4.75,1,0,3.0,1,130.0,20.0,24.0,32.109,95.9867060756,140.86969072164948,21.832611683848796,28.616753657674327,6.919805861119744,81.25,37.499,1,0.18137484400738457,0.08361300555114992,0.09163058419243986,69.608,41.3638,-3.8647999999999954,1
10-30-22-0132-04,1063,2022-10-30 08:14:05.411,2022-10-30 08:14:37.491,3.61,1,0,3.0,1,130.0,20.0,24.0,32.08,98.5018116466,146.09262068965518,21.675310344827587,28.42847832648509,6.925624607277721,81.25,32.716,1,0.21232998949661552,0.12378938992042454,0.08376551724137937,64.79599999999999,41.3638,-8.647800000000004,1
10-30-22-0133-04,1064,2022-10-30 08:15:13.415,2022-10-30 08:15:45.474,8.2,1,0,3.0,1,130.0,20.0,24.0,32.059,102.2010950364,145.8821724137931,22.300275862068965,44.2286307923892,5.918351547918056,81.25,35.924,1,0.25785963121723077,0.12217055702917778,0.11501379310344828,67.983,41.3638,-5.439799999999991,1
10-30-22-0134-04,1065,2022-10-30 08:16:44.446,2022-10-30 08:17:16.682,4.75,1,0,3.0,1,130.0,20.0,24.0,32.236,98.40485567040001,143.10648464163822,21.25245733788396,30.77695601426567,4.508350558988117,81.25,58.972,1,0.21113668517415407,0.10081911262798626,0.06262286689419794,91.208,41.3638,17.608200000000004,1
10-30-22-0135-04,1066,2022-10-30 08:18:26.267,2022-10-30 08:18:58.413,4.59,1,0,3.0,1,130.0,20.0,24.0,32.146,96.9251864407,141.10140410958905,22.13676975945017,29.53057184138893,7.009086408954155,81.25,69.585,1,0.19292537157784628,0.08539541622760805,0.10683848797250861,101.731,41.3638,28.221199999999996,1
10-30-22-0136-04,1067,2022-10-30 08:21:08.460,2022-10-30 08:21:40.794,861.48,1,0,3.0,1,130.0,20.0,24.0,32.334,97.684162232,141.1660824742268,21.20450171821306,29.378590593997632,4.004810901192136,81.25,130.047,1,0.20226661208615382,0.08589294210943699,0.06022508591065301,162.381,41.3638,88.6832,1
10-30-22-0137-04,1068,2022-10-30 08:22:17.137,2022-10-30 08:22:49.525,1905.25,1,0,3.0,1,130.0,20.0,24.0,32.388,98.545565139,139.10472789115647,21.750850340136054,30.63999919399963,4.532541078246249,81.25,36.343,1,0.21286849401846153,0.07003636839351124,0.08754251700680271,68.731,41.3638,-5.020800000000001,1
10-30-22-0138-04,1069,2022-10-30 08:23:38.940,2022-10-30 08:24:11.144,698.69,1,0,3.0,1,130.0,20.0,24.0,32.204,97.60362547870001,143.94,21.666563573883163,29.504999891894414,7.032258861985879,81.25,49.415,1,0.201275390507077,0.10723076923076924,0.0833281786941582,81.619,41.3638,8.051200000000001,1
10-30-22-0139-04,1070,2022-10-30 08:25:12.892,2022-10-30 08:25:44.976,1902.46,1,0,3.0,1,130.0,20.0,24.0,32.084,96.3710948028,140.6321649484536,21.11079037800687,27.941592834418408,4.008609406408722,81.25,61.748,1,0.18610578218830764,0.0817858842188739,0.05553951890034359,93.832,41.3638,20.384199999999993,1
10-30-22-0140-04,1071,2022-10-30 08:28:02.268,2022-10-30 08:28:34.475,1377.21,1,0,3.0,1,130.0,20.0,24.0,32.207,95.6952800545,139.59191780821916,21.180756013745707,29.979002234956564,3.811952542345334,81.25,137.292,1,0.1777880622092307,0.07378398314014745,0.05903780068728537,169.499,41.3638,95.9282,1
10-30-22-0141-04,1072,2022-10-30 08:46:54.841,2022-10-30 08:47:27.057,5.9,1,0,3.0,1,100.0,21.0,24.0,32.216,88.9154203116,131.7939590443686,21.6219795221843,29.589400002221527,7.022940796983511,65.625,1100.366,1,0.3549016428434286,0.3179395904436859,0.029618072484966618,1132.5819999999999,41.3638,1059.0022,1
10-30-22-0142-04,1073,2022-10-30 08:49:32.528,2022-10-30 08:50:04.643,864.1,1,0,3.0,1,100.0,21.0,24.0,32.115,89.3774043671,138.69281786941582,19.93179310344828,27.524782218396606,3.609962985934048,65.625,125.471,1,0.36194139987961904,0.3869281786941583,-0.050866995073891474,157.586,41.3638,84.1072,1
10-30-22-0143-04,1074,2022-10-30 08:51:15.178,2022-10-30 08:51:47.431,11.64,1,0,3.0,1,100.0,21.0,24.0,32.253,87.6497218595,138.04270547945205,19.411267123287672,28.972624249202337,3.826576278835564,65.625,70.535,1,0.3356148092876192,0.38042705479452055,-0.07565394651011081,102.788,41.3638,29.1712,1
10-30-22-0144-04,1075,2022-10-30 08:52:57.301,2022-10-30 08:53:29.401,872.79,1,0,3.0,1,100.0,21.0,24.0,32.1,88.0993304765,138.5463917525773,19.88790378006873,26.832681894013323,5.188764593282575,65.625,69.87,1,0.3424659882133334,0.385463917525773,-0.05295696285387008,101.97,41.3638,28.5062,1
10-30-22-0145-04,1076,2022-10-30 08:55:05.293,2022-10-30 08:55:37.439,1731.64,1,0,3.0,1,100.0,21.0,24.0,32.146,87.2411118804,139.13676975945017,19.559381443298967,28.40237855287123,5.107992685120122,65.625,95.892,1,0.3293883715108572,0.39136769759450174,-0.06860088365243011,128.038,41.3638,54.52820000000001,1
10-30-22-0146-04,1077,2022-10-30 08:57:07.215,2022-10-30 08:57:39.251,1744.75,1,0,3.0,1,100.0,21.0,24.0,32.036,87.50513430560001,135.277785467128,20.592076124567473,27.09309038237803,6.087135214465413,65.625,89.776,1,0.33341157037104785,0.3527778546712801,-0.019424946449167924,121.812,41.3638,48.4122,1
10-30-22-0147-04,1078,2022-10-30 08:59:13.248,2022-10-30 08:59:45.548,1752.79,1,0,3.0,1,100.0,21.0,24.0,32.3,86.4719485912,131.28754266211604,21.58027397260274,27.871704242214314,8.278220665198875,65.625,93.997,1,0.31766778805638096,0.3128754266211604,0.027632093933463775,126.297,41.3638,52.6332,1
10-30-22-0148-04,1079,2022-10-30 09:01:10.799,2022-10-30 09:01:43.045,681.64,1,0,3.0,1,100.0,21.0,24.0,32.246,87.2183684339,134.5375,19.943195876288662,28.184349552684445,3.71029961046695,65.625,85.251,1,0.3290418047070476,0.345375,-0.050324005891016044,117.49700000000001,41.3638,43.887200000000014,1
10-30-22-0149-04,1080,2022-10-30 09:03:16.863,2022-10-30 09:03:49.113,1725.08,1,0,3.0,1,100.0,21.0,24.0,32.25,87.9298308471,134.41230240549828,21.056494845360824,28.4848571360286,7.8459462902040356,65.625,93.818,1,0.3398831367177144,0.34412302405498285,0.002690230731467791,126.068,41.3638,52.4542,1
10-30-22-0150-04,1081,2022-10-30 09:05:03.926,2022-10-30 09:05:35.979,1599.84,1,0,3.0,1,100.0,21.0,24.0,32.053,87.4365248368,136.23347079037802,19.806048109965637,26.59619196196312,3.823204178536757,65.625,74.813,1,0.3323660927512382,0.3623347079037802,-0.056854851906398274,106.866,41.3638,33.449200000000005,1
10-30-22-0151-04,1082,2022-10-30 09:08:37.223,2022-10-30 09:09:09.159,1743.12,1,0,3.0,1,100.0,21.0,24.0,31.936,87.1057575042,134.9210344827586,20.182708333333334,26.040550523952103,3.066398361457598,65.625,181.244,1,0.3273258286354286,0.34921034482758606,-0.038918650793650755,213.18,41.3638,139.8802,1
10-30-22-0152-04,1083,2022-10-30 09:10:28.506,2022-10-30 09:11:00.688,1742.79,1,0,3.0,1,100.0,21.0,24.0,32.182,87.5606794958,133.68127586206896,20.985068965517243,27.18990983134072,6.978059299470222,65.625,79.347,1,0.3342579732693334,0.3368127586206895,-0.0007110016420360799,111.529,41.3638,37.9832,1
10-30-22-0153-04,1084,2022-10-30 09:12:22.551,2022-10-30 09:12:54.656,1716.23,1,0,3.0,1,100.0,21.0,24.0,32.105,86.6037133873,134.29979381443297,20.524570446735392,25.98412674530282,6.069427406187978,65.625,81.863,1,0.31967563256838094,0.3429979381443298,-0.022639502536409895,113.96799999999999,41.3638,40.499199999999995,1
10-30-22-0154-04,1085,2022-10-30 09:14:02.654,2022-10-30 09:14:34.851,1749.18,1,0,3.0,1,100.0,21.0,24.0,32.197,86.2496822964,132.07554794520547,20.87301369863014,27.7288364555094,7.125566076975041,65.625,67.998,1,0.314280873088,0.3207554794520546,-0.006046966731898196,100.19500000000001,41.3638,26.634200000000007,1
10-30-22-0155-04,1086,2022-10-30 09:15:52.528,2022-10-30 09:16:24.714,1701.97,1,0,3.0,1,100.0,21.0,24.0,32.186,87.3943863524,136.5596907216495,20.054776632302403,27.029795135672625,4.969537361552467,65.625,77.677,1,0.33172398251276203,0.36559690721649507,-0.045010636557028416,109.863,41.3638,36.3132,1
10-30-22-0156-04,1087,2022-10-30 09:17:51.130,2022-10-30 09:18:23.262,1749.51,1,0,3.0,1,100.0,21.0,24.0,32.132,86.96903031240001,133.36996551724138,20.835103448275863,27.269749600086197,7.160857521211297,65.625,86.416,1,0.32524236666514295,0.33369965517241384,-0.007852216748768459,118.548,41.3638,45.052200000000006,1
